,nom_commune,nom_qp,code_qp,geo
0,Perpignan,Bas-Vernet Nouveau QPV,QP066007,"[[42.7081, 2.9005], [42.7077, 2.9004], [42.7075, 2.9004], [42.7074, 2.9003], [42.7069, 2.9003], [42.7069, 2.9], [42.7067, 2.9001], [42.7065, 2.9002], [42.7064, 2.9002], [42.7063, 2.9002], [42.7062, 2.9002], [42.7062, 2.9001], [42.7061, 2.9001], [42.7059, 2.8994], [42.7055, 2.8979], [42.7054, 2.8976], [42.7053, 2.8972], [42.7051, 2.8964], [42.705, 2.8961], [42.7049, 2.8957], [42.7049, 2.8957], [42.7047, 2.8953], [42.7046, 2.8949], [42.7045, 2.8948], [42.7045, 2.8946], [42.7044, 2.8944], [42.7044, 2.8941], [42.7043, 2.8938], [42.7042, 2.8934], [42.7042, 2.8933], [42.7042, 2.8932], [42.7041, 2.8931], [42.7042, 2.8927], [42.7043, 2.8926], [42.7043, 2.8923], [42.7041, 2.8916], [42.7041, 2.8915], [42.7039, 2.8906], [42.7039, 2.8905], [42.7037, 2.8896], [42.7035, 2.8889], [42.7039, 2.8887], [42.7042, 2.8886], [42.7044, 2.8891], [42.7046, 2.8898], [42.7049, 2.8904], [42.705, 2.8904], [42.7049, 2.8905], [42.705, 2.8907], [42.705, 2.8908], [42.7053, 2.8914], [42.7053, 2.8916], [42.7056, 2.8914], [42.7056, 2.8912], [42.7056, 2.891], [42.7056, 2.8905], [42.7056, 2.8898], [42.7056, 2.8893], [42.7056, 2.8892], [42.7057, 2.889], [42.7059, 2.8888], [42.7059, 2.8887], [42.706, 2.8887], [42.706, 2.8885], [42.706, 2.8884], [42.706, 2.8884], [42.7061, 2.8883], [42.7064, 2.8882], [42.7065, 2.8887], [42.7065, 2.8888], [42.7065, 2.8889], [42.7065, 2.8889], [42.7065, 2.8889], [42.7062, 2.8893], [42.7061, 2.8893], [42.7061, 2.8893], [42.7062, 2.8905], [42.7062, 2.891], [42.7063, 2.8911], [42.7064, 2.8918], [42.7065, 2.8918], [42.7065, 2.892], [42.7066, 2.8925], [42.7067, 2.8925], [42.7067, 2.8926], [42.7069, 2.8928], [42.7072, 2.8932], [42.7073, 2.8931], [42.7076, 2.893], [42.7079, 2.8929], [42.7077, 2.8923], [42.7077, 2.892], [42.7077, 2.8919], [42.7077, 2.8919], [42.7077, 2.8918], [42.7077, 2.8918], [42.7077, 2.8916], [42.7077, 2.8916], [42.7077, 2.8915], [42.7077, 2.8915], [42.7077, 2.8915], [42.7076, 2.8914], [42.7075, 2.8913], [42.7078, 2.8912], [42.7081, 2.8911], [42.7082, 2.8911], [42.7086, 2.8909], [42.7092, 2.8907], [42.7093, 2.8906], [42.7095, 2.8906], [42.7096, 2.8905], [42.7096, 2.8908], [42.7096, 2.8909], [42.7095, 2.891], [42.7097, 2.8913], [42.7098, 2.8916], [42.7099, 2.8917], [42.71, 2.8921], [42.71, 2.8921], [42.7101, 2.8921], [42.7101, 2.8924], [42.71, 2.8924], [42.71, 2.8924], [42.7097, 2.8925], [42.7095, 2.8926], [42.7094, 2.8926], [42.7094, 2.8926], [42.7093, 2.8927], [42.7093, 2.8929], [42.7094, 2.893], [42.7094, 2.893], [42.7094, 2.893], [42.7088, 2.8933], [42.7082, 2.8936], [42.7081, 2.8938], [42.7081, 2.8937], [42.7079, 2.894], [42.7079, 2.894], [42.7083, 2.8946], [42.7083, 2.8946], [42.7083, 2.8948], [42.7084, 2.8952], [42.7084, 2.8955], [42.7085, 2.8958], [42.7085, 2.8958], [42.7084, 2.8959], [42.7082, 2.8964], [42.7081, 2.8967], [42.7078, 2.8965], [42.7078, 2.8965], [42.7076, 2.8963], [42.7075, 2.8962], [42.7072, 2.896], [42.707, 2.8958], [42.7068, 2.8957], [42.7068, 2.8959], [42.7068, 2.8959], [42.7066, 2.8957], [42.7065, 2.8957], [42.7065, 2.8958], [42.7063, 2.8962], [42.7063, 2.8963], [42.7062, 2.8964], [42.7062, 2.8965], [42.7062, 2.8967], [42.7063, 2.8968], [42.7063, 2.8968], [42.7066, 2.8969], [42.7069, 2.897], [42.7071, 2.8973], [42.7072, 2.8973], [42.7073, 2.8977], [42.707, 2.898], [42.7074, 2.899], [42.7075, 2.8992], [42.7075, 2.8992], [42.7076, 2.8992], [42.7077, 2.8995], [42.7077, 2.8995], [42.7079, 2.8999], [42.7081, 2.9005]]"
1,La Grand-Combe,Centre Ville - Arboux,QP030016,"[[44.2092, 4.0343], [44.2091, 4.0343], [44.209, 4.0343], [44.209, 4.0342], [44.2087, 4.0328], [44.2084, 4.0319], [44.208, 4.0303], [44.2079, 4.0298], [44.2077, 4.0294], [44.2076, 4.0288], [44.2076, 4.0285], [44.2076, 4.0282], [44.2076, 4.028], [44.2076, 4.0278], [44.2076, 4.0276], [44.2076, 4.0274], [44.2077, 4.027], [44.2078, 4.0267], [44.2079, 4.0265], [44.2081, 4.026], [44.2084, 4.0255], [44.2085, 4.0254], [44.2089, 4.0256], [44.2092, 4.0258], [44.2093, 4.0258], [44.2095, 4.0258], [44.2095, 4.0258], [44.2096, 4.0257], [44.2098, 4.0255], [44.21, 4.0252], [44.2102, 4.0251], [44.2103, 4.0245], [44.2105, 4.0247], [44.2105, 4.0247], [44.2106, 4.0246], [44.2106, 4.0245], [44.2107, 4.0243], [44.2108, 4.0245], [44.2108, 4.0245], [44.2111, 4.0249], [44.2111, 4.0249], [44.2114, 4.0251], [44.2115, 4.0248], [44.2117, 4.0245], [44.2119, 4.0242], [44.2122, 4.0238], [44.2123, 4.0237], [44.2126, 4.0233], [44.213, 4.0239], [44.2125, 4.0244], [44.2123, 4.0241], [44.2123, 4.024], [44.2123, 4.024], [44.2121, 4.0241], [44.2122, 4.0241], [44.2121, 4.0242], [44.212, 4.0243], [44.212, 4.0244], [44.212, 4.0244], [44.2119, 4.0245], [44.2119, 4.0245], [44.2119, 4.0245], [44.2119, 4.0245], [44.2118, 4.0246], [44.2118, 4.0246], [44.2118, 4.0246], [44.2118, 4.0247], [44.2118, 4.0247], [44.2118, 4.0247], [44.2118, 4.0248], [44.2118, 4.025], [44.2119, 4.0251], [44.212, 4.0252], [44.212, 4.0252], [44.212, 4.0253], [44.2119, 4.0253], [44.2119, 4.0254], [44.212, 4.0255], [44.2118, 4.0257], [44.2118, 4.0257], [44.2118, 4.0258], [44.2118, 4.0258], [44.2118, 4.0259], [44.2119, 4.026], [44.2119, 4.0261], [44.2119, 4.0262], [44.2119, 4.0262], [44.2118, 4.0263], [44.2118, 4.0264], [44.2118, 4.0265], [44.2118, 4.0266], [44.2118, 4.0267], [44.2118, 4.0269], [44.2119, 4.027], [44.212, 4.0276], [44.2121, 4.028], [44.2121, 4.0282], [44.2125, 4.0284], [44.2126, 4.0284], [44.2128, 4.0284], [44.2128, 4.0284], [44.2132, 4.0284], [44.2134, 4.0285], [44.2136, 4.0286], [44.2136, 4.0288], [44.2136, 4.0288], [44.2137, 4.0288], [44.2137, 4.0289], [44.2139, 4.029], [44.2141, 4.0291], [44.2142, 4.0292], [44.2142, 4.0292], [44.2143, 4.0291], [44.2144, 4.029], [44.2144, 4.029], [44.2145, 4.0289], [44.2146, 4.0289], [44.2146, 4.0286], [44.2147, 4.0281], [44.2147, 4.0278], [44.2148, 4.0278], [44.2148, 4.0278], [44.2151, 4.0278], [44.2153, 4.0278], [44.2154, 4.0278], [44.2154, 4.0276], [44.2156, 4.0276], [44.2156, 4.0273], [44.216, 4.0273], [44.216, 4.0273], [44.216, 4.0275], [44.216, 4.0283], [44.216, 4.0283], [44.216, 4.0284], [44.216, 4.0284], [44.2161, 4.0285], [44.2161, 4.0286], [44.2162, 4.0287], [44.2162, 4.0288], [44.2162, 4.0295], [44.2162, 4.0296], [44.2162, 4.0299], [44.216, 4.0305], [44.2159, 4.0306], [44.2158, 4.031], [44.2158, 4.0311], [44.216, 4.0312], [44.216, 4.0312], [44.2164, 4.0315], [44.2164, 4.0318], [44.2163, 4.0321], [44.2161, 4.0325], [44.2157, 4.0321], [44.2154, 4.0331], [44.2152, 4.0331], [44.2152, 4.0331], [44.215, 4.033], [44.2146, 4.033], [44.2144, 4.0329], [44.2145, 4.0336], [44.2143, 4.034], [44.2139, 4.0336], [44.2139, 4.0336], [44.2139, 4.0337], [44.2138, 4.0339], [44.2138, 4.0339], [44.2135, 4.034], [44.2135, 4.034], [44.2135, 4.0341], [44.2135, 4.0342], [44.2135, 4.0342], [44.2135, 4.0343], [44.2135, 4.0343], [44.2134, 4.0343], [44.2134, 4.0343], [44.2133, 4.0342], [44.2131, 4.034], [44.2131, 4.0339], [44.213, 4.0339], [44.2128, 4.0338], [44.2127, 4.0337], [44.2127, 4.0336], [44.2126, 4.0334], [44.2124, 4.0332], [44.2121, 4.0327], [44.212, 4.0326], [44.2119, 4.0325], [44.2119, 4.0323], [44.2114, 4.0316], [44.2113, 4.0315], [44.2112, 4.0315], [44.2109, 4.0314], [44.2109, 4.0317], [44.2105, 4.032], [44.2104, 4.0323], [44.2103, 4.0325], [44.2101, 4.033], [44.2101, 4.0331], [44.21, 4.0333], [44.2097, 4.0334], [44.2097, 4.0336], [44.2096, 4.0337], [44.2095, 4.0339], [44.2095, 4.0339], [44.2093, 4.0342], [44.2092, 4.0343]]"
2,Saint-Gilles,Sabatot - Centre Ancien,QP030009,"[[43.6827, 4.438], [43.6826, 4.438], [43.6826, 4.438], [43.6824, 4.4376], [43.6823, 4.4375], [43.6823, 4.4374], [43.6823, 4.4373], [43.6819, 4.4371], [43.6817, 4.4367], [43.6815, 4.4362], [43.6813, 4.4353], [43.6809, 4.4351], [43.6804, 4.4351], [43.6801, 4.4353], [43.68, 4.4363], [43.6799, 4.4362], [43.6796, 4.4361], [43.6794, 4.436], [43.6794, 4.4359], [43.6793, 4.4359], [43.6792, 4.4359], [43.6791, 4.4358], [43.6791, 4.4358], [43.679, 4.4356], [43.679, 4.4355], [43.679, 4.4353], [43.679, 4.4349], [43.6791, 4.4343], [43.6791, 4.4341], [43.679, 4.4336], [43.6789, 4.4337], [43.6788, 4.4336], [43.6787, 4.4336], [43.6786, 4.4336], [43.6786, 4.4336], [43.6784, 4.4335], [43.6783, 4.4335], [43.6782, 4.4335], [43.6781, 4.4335], [43.6779, 4.4335], [43.6779, 4.4335], [43.6779, 4.4335], [43.6777, 4.4335], [43.6776, 4.4336], [43.6776, 4.4336], [43.6775, 4.4335], [43.6774, 4.4335], [43.6772, 4.4334], [43.6772, 4.4334], [43.6771, 4.4336], [43.6771, 4.4338], [43.677, 4.4338], [43.6766, 4.4337], [43.6765, 4.4336], [43.6763, 4.4336], [43.6761, 4.4336], [43.6761, 4.4336], [43.6757, 4.4333], [43.6756, 4.4332], [43.6752, 4.4326], [43.6751, 4.4324], [43.6748, 4.4325], [43.6748, 4.4325], [43.6747, 4.4324], [43.6746, 4.4324], [43.6746, 4.4325], [43.6744, 4.4325], [43.6743, 4.4324], [43.6742, 4.4324], [43.6741, 4.4324], [43.6743, 4.4322], [43.6748, 4.4317], [43.6752, 4.4312], [43.6755, 4.4309], [43.6759, 4.4306], [43.6761, 4.4304], [43.6765, 4.4299], [43.6766, 4.4298], [43.6768, 4.4297], [43.6771, 4.4297], [43.6772, 4.4296], [43.6779, 4.4296], [43.6779, 4.4298], [43.678, 4.4299], [43.678, 4.4299], [43.6781, 4.4299], [43.6781, 4.43], [43.6782, 4.4301], [43.6783, 4.4303], [43.6784, 4.4305], [43.6784, 4.4306], [43.6785, 4.4307], [43.6785, 4.4309], [43.6786, 4.4309], [43.6786, 4.431], [43.6788, 4.4311], [43.6788, 4.4311], [43.6788, 4.4312], [43.679, 4.4312], [43.679, 4.4312], [43.6791, 4.4314], [43.6791, 4.4318], [43.6792, 4.432], [43.6792, 4.4322], [43.6792, 4.4326], [43.6792, 4.4327], [43.6801, 4.4331], [43.6801, 4.4332], [43.6802, 4.4332], [43.6804, 4.4333], [43.6805, 4.4334], [43.6811, 4.4326], [43.6812, 4.433], [43.6813, 4.4327], [43.6814, 4.4326], [43.6815, 4.4325], [43.6815, 4.4325], [43.6816, 4.4322], [43.6815, 4.4321], [43.6815, 4.4319], [43.6816, 4.4318], [43.6816, 4.4318], [43.6816, 4.4318], [43.6817, 4.4319], [43.6818, 4.432], [43.6818, 4.4319], [43.6819, 4.4319], [43.6821, 4.4315], [43.6821, 4.4315], [43.6822, 4.4315], [43.6822, 4.4316], [43.6825, 4.4313], [43.6825, 4.4331], [43.6825, 4.4336], [43.6825, 4.4336], [43.6826, 4.4337], [43.6826, 4.4339], [43.6826, 4.4342], [43.6826, 4.4342], [43.6827, 4.4343], [43.6828, 4.4346], [43.6828, 4.4349], [43.6831, 4.4354], [43.6832, 4.4356], [43.6833, 4.4359], [43.6835, 4.4361], [43.6836, 4.4362], [43.6839, 4.4366], [43.6841, 4.4369], [43.6842, 4.4372], [43.6845, 4.4376], [43.6844, 4.4378], [43.6841, 4.4376], [43.6841, 4.4376], [43.684, 4.4378], [43.6839, 4.4379], [43.6835, 4.4379], [43.6827, 4.438]]"
3,Carcassonne,La Conte - Ozanam,QP011002,"[[43.218, 2.3743], [43.2177, 2.3742], [43.2174, 2.3741], [43.2174, 2.3741], [43.2175, 2.374], [43.2173, 2.3738], [43.2176, 2.3732], [43.2179, 2.3725], [43.218, 2.3723], [43.2173, 2.3717], [43.2171, 2.3714], [43.2171, 2.3713], [43.217, 2.3712], [43.2165, 2.3708], [43.2162, 2.3704], [43.2163, 2.3702], [43.2163, 2.3702], [43.2165, 2.3699], [43.2156, 2.3693], [43.2155, 2.3697], [43.2153, 2.37], [43.2141, 2.3689], [43.214, 2.3688], [43.2138, 2.3693], [43.2136, 2.3697], [43.2133, 2.3702], [43.2132, 2.3705], [43.213, 2.3709], [43.2129, 2.3711], [43.213, 2.3716], [43.2131, 2.3721], [43.2144, 2.3736], [43.2136, 2.3753], [43.2125, 2.3778], [43.2123, 2.3782], [43.212, 2.3788], [43.2118, 2.379], [43.2116, 2.3789], [43.2114, 2.3794], [43.2112, 2.3792], [43.2111, 2.3792], [43.2105, 2.3792], [43.2099, 2.3791], [43.21, 2.3788], [43.2097, 2.3786], [43.2088, 2.3783], [43.2088, 2.3782], [43.2082, 2.3781], [43.2083, 2.3777], [43.2079, 2.3776], [43.2079, 2.3776], [43.2075, 2.3776], [43.2075, 2.3774], [43.2073, 2.3774], [43.2073, 2.3774], [43.2072, 2.3774], [43.2072, 2.3776], [43.2069, 2.3775], [43.2068, 2.3775], [43.2068, 2.3783], [43.2068, 2.3783], [43.2068, 2.3786], [43.2067, 2.3787], [43.2062, 2.3788], [43.2055, 2.379], [43.2055, 2.3786], [43.2055, 2.3784], [43.2057, 2.3764], [43.2058, 2.3757], [43.2057, 2.3752], [43.2057, 2.3747], [43.2056, 2.3739], [43.2054, 2.373], [43.2054, 2.3728], [43.2061, 2.3724], [43.2064, 2.3723], [43.2071, 2.372], [43.207, 2.3727], [43.2069, 2.3734], [43.2068, 2.374], [43.2067, 2.3744], [43.2067, 2.3745], [43.2065, 2.3749], [43.2073, 2.3751], [43.2072, 2.3758], [43.2072, 2.3758], [43.2071, 2.3763], [43.2071, 2.3765], [43.207, 2.3769], [43.2072, 2.3768], [43.2075, 2.3769], [43.2076, 2.3767], [43.2082, 2.3768], [43.2082, 2.377], [43.2087, 2.377], [43.2088, 2.377], [43.2088, 2.3778], [43.2095, 2.3781], [43.2096, 2.378], [43.2098, 2.3782], [43.2098, 2.3781], [43.2102, 2.3784], [43.2105, 2.3776], [43.2106, 2.3773], [43.2108, 2.3768], [43.2112, 2.3757], [43.2126, 2.3721], [43.2126, 2.3718], [43.2126, 2.3717], [43.2124, 2.3713], [43.2124, 2.3712], [43.212, 2.3717], [43.2114, 2.3711], [43.2114, 2.3711], [43.2112, 2.3709], [43.2112, 2.3709], [43.211, 2.3706], [43.2113, 2.3701], [43.2113, 2.3701], [43.2113, 2.37], [43.2117, 2.3692], [43.2117, 2.3691], [43.2119, 2.3693], [43.212, 2.3694], [43.2121, 2.3691], [43.2123, 2.3686], [43.2124, 2.3685], [43.2124, 2.3685], [43.2123, 2.3683], [43.2123, 2.3683], [43.2123, 2.3683], [43.2123, 2.3681], [43.2124, 2.3678], [43.2124, 2.3676], [43.2126, 2.3669], [43.2126, 2.3668], [43.2127, 2.3664], [43.2131, 2.3666], [43.2133, 2.3667], [43.2136, 2.3662], [43.2136, 2.3661], [43.2144, 2.3665], [43.2145, 2.3665], [43.2147, 2.3666], [43.2149, 2.3668], [43.215, 2.3664], [43.2152, 2.3654], [43.2155, 2.3654], [43.2156, 2.3653], [43.2157, 2.3651], [43.2157, 2.365], [43.2158, 2.3646], [43.2158, 2.3645], [43.2158, 2.3645], [43.2158, 2.3644], [43.2159, 2.3644], [43.2159, 2.3644], [43.216, 2.3644], [43.2161, 2.3644], [43.2161, 2.3637], [43.2162, 2.3638], [43.2167, 2.3639], [43.2165, 2.3642], [43.2164, 2.3646], [43.2163, 2.3647], [43.2162, 2.3652], [43.2164, 2.3654], [43.2165, 2.3656], [43.2163, 2.3659], [43.2164, 2.3661], [43.2164, 2.3663], [43.2161, 2.3669], [43.2168, 2.3672], [43.2175, 2.3675], [43.2177, 2.3676], [43.2178, 2.3676], [43.2184, 2.368], [43.2185, 2.3681], [43.2188, 2.3679], [43.2188, 2.3678], [43.2188, 2.368], [43.2189, 2.3683], [43.2189, 2.3688], [43.2189, 2.3697], [43.219, 2.3701], [43.219, 2.3709], [43.219, 2.3713], [43.2191, 2.3719], [43.2191, 2.3722], [43.219, 2.3722], [43.2188, 2.3725], [43.2184, 2.3735], [43.218, 2.3743]]"
4,Vauvert,Sabatot - Centre Ancien,QP030015,"[[43.7001, 4.2819], [43.7, 4.2818], [43.6999, 4.2818], [43.6999, 4.2817], [43.6998, 4.2817], [43.6996, 4.2818], [43.6996, 4.2818], [43.6996, 4.2818], [43.6995, 4.2819], [43.6994, 4.2823], [43.6994, 4.2822], [43.6993, 4.2821], [43.6993, 4.282], [43.6992, 4.2815], [43.6986, 4.2818], [43.6985, 4.2815], [43.6985, 4.2813], [43.6984, 4.2813], [43.6974, 4.2817], [43.6974, 4.2817], [43.6972, 4.281], [43.6972, 4.2808], [43.6971, 4.2806], [43.6971, 4.2804], [43.697, 4.2802], [43.697, 4.28], [43.6971, 4.2793], [43.6972, 4.2786], [43.6974, 4.2785], [43.6975, 4.2785], [43.6974, 4.2783], [43.6974, 4.2782], [43.6974, 4.2782], [43.6972, 4.2782], [43.6971, 4.2782], [43.6969, 4.2782], [43.6969, 4.2782], [43.6968, 4.2782], [43.6966, 4.2772], [43.6968, 4.2771], [43.6973, 4.2769], [43.6971, 4.2759], [43.6971, 4.2758], [43.6969, 4.2759], [43.6968, 4.2759], [43.6967, 4.2756], [43.6964, 4.2757], [43.6963, 4.2758], [43.6962, 4.2752], [43.6961, 4.2753], [43.696, 4.2754], [43.6958, 4.2748], [43.6963, 4.2745], [43.6967, 4.2742], [43.697, 4.2741], [43.6971, 4.274], [43.697, 4.2739], [43.697, 4.2737], [43.6969, 4.2734], [43.6966, 4.2735], [43.6965, 4.2736], [43.6964, 4.2737], [43.696, 4.2739], [43.696, 4.2738], [43.6959, 4.2739], [43.6956, 4.2737], [43.6956, 4.2738], [43.695, 4.2734], [43.6951, 4.273], [43.6947, 4.2728], [43.6946, 4.2731], [43.6946, 4.273], [43.6943, 4.2729], [43.6942, 4.2731], [43.6938, 4.2729], [43.6941, 4.2722], [43.6942, 4.2721], [43.6947, 4.2707], [43.695, 4.2702], [43.6953, 4.2703], [43.6953, 4.2702], [43.696, 4.2705], [43.6961, 4.2705], [43.6965, 4.2707], [43.697, 4.271], [43.6974, 4.2711], [43.6975, 4.2715], [43.6976, 4.2716], [43.6976, 4.272], [43.6977, 4.2725], [43.6977, 4.2726], [43.6978, 4.2728], [43.6978, 4.2729], [43.6979, 4.2732], [43.698, 4.2733], [43.698, 4.2733], [43.698, 4.2734], [43.698, 4.2734], [43.698, 4.2735], [43.698, 4.2735], [43.6976, 4.2737], [43.6981, 4.2753], [43.6982, 4.2755], [43.6985, 4.2765], [43.6988, 4.2763], [43.6989, 4.2763], [43.699, 4.2763], [43.6992, 4.2772], [43.6993, 4.2772], [43.6993, 4.2775], [43.6994, 4.2775], [43.6994, 4.2775], [43.6995, 4.2775], [43.6995, 4.2777], [43.6996, 4.278], [43.6996, 4.2783], [43.6997, 4.2783], [43.7, 4.2797], [43.7001, 4.2798], [43.7001, 4.2798], [43.7001, 4.2798], [43.7004, 4.2797], [43.7005, 4.2802], [43.7005, 4.2803], [43.7007, 4.2805], [43.7009, 4.2809], [43.701, 4.2811], [43.701, 4.2811], [43.701, 4.2812], [43.701, 4.2814], [43.7009, 4.2817], [43.7009, 4.2818], [43.7007, 4.2818], [43.7006, 4.2818], [43.7006, 4.2818], [43.7004, 4.2819], [43.7003, 4.282], [43.7001, 4.282], [43.7001, 4.2819]]"
5,Sète,Ile De Thau,QP034017,"[[43.4154, 3.667], [43.4145, 3.667], [43.4143, 3.667], [43.4141, 3.6669], [43.4139, 3.6668], [43.4137, 3.6665], [43.4133, 3.666], [43.4128, 3.6653], [43.4127, 3.6652], [43.4126, 3.6653], [43.4124, 3.6654], [43.4122, 3.6653], [43.4121, 3.6653], [43.412, 3.6653], [43.4114, 3.6644], [43.4118, 3.6638], [43.4115, 3.6635], [43.4111, 3.664], [43.4109, 3.6637], [43.4113, 3.6631], [43.4106, 3.6623], [43.4109, 3.6619], [43.4114, 3.6613], [43.4119, 3.6606], [43.4119, 3.6606], [43.4121, 3.6602], [43.4121, 3.6601], [43.4121, 3.66], [43.4122, 3.66], [43.4124, 3.6599], [43.4125, 3.6599], [43.4131, 3.6608], [43.4132, 3.661], [43.4141, 3.6623], [43.4141, 3.6624], [43.4142, 3.6625], [43.4142, 3.6626], [43.4143, 3.6627], [43.4145, 3.6628], [43.4144, 3.6632], [43.4142, 3.6635], [43.4142, 3.6636], [43.4143, 3.6637], [43.4146, 3.6642], [43.4145, 3.6644], [43.4143, 3.6648], [43.4144, 3.665], [43.4142, 3.6652], [43.4154, 3.6669], [43.4154, 3.667], [43.4154, 3.667]]"
